Chikam	27	Easy	22/12/2016	09:37:50
Chikam	109	Meduim	22/12/2016	09:37:50
Chikam	51	Hard	22/12/2016	09:37:50
Chik	5	Easy	22/12/2016	10:32:50
Nia	8	Easy	23/12/2016	05:58:15
Via	50	Easy	23/12/2016	06:02:26
reww	6	Easy	23/12/2016	06:05:58
Chikam	57	Easy	25/12/2016	19:39:53
Chikam	266	Meduim	25/12/2016	19:39:53
Chikam	79	Hard	25/12/2016	19:39:53
chikam	5	Easy	26/12/2016	17:36:13
reere	25	Easy	03/06/2017	20:17:36
